ZipCode,RMSE
37813,1234.0119943832242
50073,1234.491373619731
49311,1237.8866559269968
36870,1242.0389490395075
33616,1242.4258987937405
28109,1242.605178007442
52402,1243.261840134096
33763,1244.9508290507797
32222,1245.4616294141651
53969,1245.5296400310178
32128,1247.6946304446815
50475,1248.6799238535366
28137,1252.8411519282085
25414,1254.3459744222782
03773,1255.5646526123458
18962,1255.7028039078562
12077,1257.1981468557615
13065,1257.8431662483688
18976,1259.585995420636
81424,1260.8351566641552
28097,1262.5788790896097
32759,1263.9273400523218
61937,1264.0403756458556
73534,1266.0937466050382
03458,1266.7426904665156
73049,1269.7262718352174
46035,1271.7328118079004
05483,1280.6400724960574
04556,1281.430628246083
39837,1281.9754375850023
63126,1285.2776578909024
74014,1289.833765122593
72002,1291.1795203816685
50576,1292.23614959941
28734,1294.5197066279138
05352,1300.0062273257602
31516,1301.4539588905677
72916,1302.7480624639957
60102,1303.3902013882227
12007,1304.9477255270021
55936,1305.6149805217713
50532,1306.0497330648082
76115,1307.2033345501995
32130,1307.5309561907413
05454,1309.8398968493902
50228,1311.023336593001
79423,1313.9786029018273
29418,1314.7126120772011
50616,1315.7085592579283
50168,1320.2857444816304
72476,1321.6653315516355
05672,1322.687344177521
32118,1324.7897751503904
03819,1325.2267204140098
21078,1328.1871135208698
17325,1328.19239835041
55939,1332.416554489107
31405,1335.1986865447086
20866,1338.1617779653484
22742,1339.0289920241928
32653,1340.4332441985184
43531,1342.1594465934656
72944,1343.445851899585
30757,1343.870996777227
74108,1344.0898250600878
53014,1345.8433186044263
22938,1346.6028014539265
55976,1347.9853865020405
23230,1348.6967222500073
32256,1349.3199963612428
55322,1352.7754393185512
71909,1352.9120314249917
21632,1356.1947363270622
73114,1362.5491223530348
66618,1368.8965075543674
72210,1369.9542282036693
50543,1370.6040523103184
05851,1375.4383231210502
05443,1375.4476151140032
44849,1376.274579882564
29927,1379.937770605414
38050,1381.9934226696435
33410,1384.2920617434295
27284,1385.1186079842141
30752,1386.2835566624067
17304,1393.1285898077413
18966,1393.1360832683215
50316,1394.136645445746
73115,1397.6279886234645
31503,1398.382375304691
06751,1398.4501075248518
78641,1400.295815790218
24060,1401.608348796109
08505,1402.488163252893
45874,1403.1395615350034
43506,1403.6976328311396
04419,1403.7304366317533
23607,1408.1527791555604
08046,1408.6444170334366
28642,1408.8476771622459
79403,1410.4914219516638
38001,1410.857030730645
45346,1414.8919674524848
45371,1417.586376670027
31324,1422.5837732742334
30082,1427.8797912740163
20106,1428.4729476092334
12084,1428.9807900127946
45039,1429.6356550998437
32505,1429.930257482713
38313,1431.77722238265
72120,1431.960982836148
02804,1431.9798506430786
30728,1432.0427428039525
37830,1432.81596893188
03753,1432.8920190227466
21043,1434.3178345113674
05101,1439.3848675271843
97005,1441.5343636251737
35070,1441.5802898230595
43543,1445.420242572793
32221,1446.5670230571154
45040,1452.0342871949122
38006,1454.8330653877447
27522,1458.541339262639
42451,1460.1506416718662
51648,1464.245265384881
95662,1466.4405273009024
28031,1471.640652629318
63031,1472.6886636868057
20877,1472.825569869118
17013,1474.7550623388781
32091,1478.3625942356925
90680,1478.6337300280522
14466,1479.0928312161143
37160,1479.5589602160187
23228,1480.41388702983
78741,1481.1116649657092
28037,1486.544934143691
72117,1487.2999666267879
21076,1489.7143713120715
60014,1490.4203448869466
68128,1491.591192949373
97229,1493.0996232857212
23124,1493.262661433123
28226,1495.814708402979
17011,1496.6207301812503
03743,1499.600833259083
37764,1501.6081104109458
27929,1502.7373308277854
42256,1503.3941065982879
32323,1504.165905500917
17322,1507.1199280898497
53015,1509.4461322335728
68106,1509.461680841174
40517,1509.9158511395926
27516,1511.155117920897
52302,1513.7918976817373
60142,1519.8804061673143
21641,1520.4789794575177
60188,1521.0418039408903
27560,1523.0773477967552
37127,1526.394627909832
51444,1527.7296044915097
43060,1528.1985333758757
72904,1528.290406924074
55386,1531.4074785859036
08048,1533.278244334933
30008,1534.101716253035
17320,1536.7856423614676
19956,1538.8180325913365
95835,1541.076756511029
76244,1541.3802849540532
31406,1544.2460357859475
78645,1544.9005873789417
05656,1545.6654412059634
23079,1546.0193908386218
50544,1548.5944003587056
14441,1549.4858493184456
30217,1550.7142520927416
95834,1551.629979682803
18914,1553.6332444537663
12134,1555.1294638280756
32808,1559.5451551922824
35087,1563.00271575397
72211,1568.490491738132
04841,1573.4857021407454
30628,1576.461854743509
06076,1576.9446415379218
24165,1577.2585531279854
20664,1578.8188822963257
95610,1584.45515209306
22701,1586.6241948200175
22663,1588.3399433874852
60050,1588.5080157299012
02873,1592.1851676517265
22931,1593.3992525445128
34114,1597.4851064760544
01504,1601.3368526100446
33020,1602.363476667411
32621,1602.6173212265242
31407,1602.7053717408714
17345,1604.116516951669
23875,1604.8871634858365
45831,1606.7455774180912
20617,1609.352303136611
47977,1610.7577550854394
18940,1612.6901246705006
04265,1615.3064967484077
72167,1616.510185842474
73025,1616.6190362393666
68507,1618.6380175587078
45893,1621.1295987223573
12863,1622.2899736140007
73055,1623.063580308819
33759,1623.6966650141112
79411,1628.4167930162964
41071,1628.5514991837904
74059,1635.2773988108847
19343,1635.9485759980907
78656,1636.2651501134817
22664,1638.4012217999027
53925,1639.189666701669
55065,1641.568960630838
43151,1642.4223862745116
03603,1643.1633065806034
14817,1644.79716296057
32724,1646.2706036243783
05824,1649.3241323642999
37020,1649.559135331251
46982,1649.9300151621956
27019,1652.7334708646472
74063,1653.601663860133
30439,1653.9828794256916
74301,1655.4440510670702
17349,1655.945522658288
32818,1658.4516916446883
96792,1658.972967738414
72204,1663.662517973195
80921,1665.4290769721224
41011,1670.0053645410167
60042,1670.0688175143734
73119,1672.7943824132174
93451,1673.6912692709898
78745,1673.8015568424094
04344,1676.3159365200563
19053,1676.8869942370948
37412,1679.2004064463774
20876,1679.236275963854
27043,1679.781199448049
14548,1680.2171061155682
63144,1685.3431340833683
27295,1687.943702120225
28009,1688.4452533349724
40504,1689.857385488107
17065,1691.087076969022
37406,1695.3650939168626
29707,1697.0496338580733
36067,1699.0420196931689
96826,1700.5117236043786
27107,1705.7267365568741
45365,1708.6654042376922
53018,1709.0913023216417
74344,1709.7144882431546
30040,1712.3813361593195
01537,1713.6302232884354
22842,1716.1944151228267
31408,1717.4985669099779
19056,1720.650977754219
72116,1720.9520288853919
22722,1722.6412851480343
12428,1723.5746182354785
71859,1723.6102529639609
55920,1724.6682532085374
73438,1731.6033145959639
55379,1735.1402255672353
43331,1737.4788955004512
72135,1737.9067289781376
73034,1740.8701386137468
04258,1744.505179256487
08610,1745.6992672684037
47970,1746.1489231212083
45333,1747.573261676663
74361,1749.2134960527703
76134,1751.0733778482345
73090,1751.9985741133112
73110,1752.9007412838014
36051,1753.311910892754
72941,1753.4064951163978
31643,1757.3266949184167
08620,1757.5275226097244
46041,1758.105910495533
31033,1759.5403190339705
03086,1762.727840514294
45005,1763.8000142665737
20130,1764.7609241793548
22903,1768.251738642194
83537,1769.1614672584835
04280,1770.0752242802994
04236,1770.2892705689105
28787,1770.8574521870835
21042,1772.388061631125
28277,1776.1088234333206
93458,1778.2316201127273
07727,1778.7490939032045
32703,1780.8590917752126
17406,1781.128834441928
24149,1785.6895915937462
21629,1787.2095127209602
46793,1792.4626385308645
55349,1792.6815504375054
24141,1792.852404705056
37932,1795.0410012063367
34734,1795.7850307160702
60103,1797.1532856229928
37665,1798.342921850803
53149,1800.4229188500926
24450,1800.4573720967603
50237,1800.864108774815
04055,1800.9238939142485
20634,1801.4138618862062
46915,1801.9745222858123
60185,1803.6018032250638
31557,1803.780081851608
55397,1806.9928400720244
32713,1807.5552342192107
49073,1810.4775009679445
07721,1811.5383950233977
78108,1812.2197863415888
03275,1814.0509513215798
17257,1817.2094506871906
21034,1822.1943023463682
37691,1823.1338840331714
95621,1823.1899970840159
29689,1824.6261762003815
01475,1826.5334641034747
30663,1828.1796352427993
27021,1833.8023442789224
37416,1834.1027912718148
28701,1834.967326232848
40505,1836.5542195150663
32311,1840.223593195243
05494,1844.2204844437872
51639,1848.8990060133597
21104,1849.0259206576175
27217,1850.992988244649
72024,1852.3472782053343
64056,1852.375998655612
17093,1854.5306047190522
12592,1856.0049347849022
49643,1856.4456312697096
17368,1859.2152886515564
72936,1862.9368145176231
22657,1864.0837683861466
52403,1864.1950506521337
03249,1866.7744217448815
72202,1867.211807245338
37067,1867.597469017627
21784,1870.1448611574315
06779,1870.2821370039105
37345,1872.5365257314825
21085,1872.640156457687
18944,1876.3321266598853
21660,1877.130949941561
53932,1877.1374327086303
20658,1880.122263068425
60190,1880.4411106901302
34788,1882.0556003086301
03823,1883.3525968849278
08065,1883.4725857970616
32003,1883.8816314613318
17403,1884.4308124221034
11934,1886.1942373830623
05456,1890.7715076774527
74039,1891.0227668516284
32132,1891.1590841662533
28104,1891.1817346382427
30106,1894.3622785748864
55979,1895.2977796355487
30183,1895.8180846176563
08848,1897.2580136058577
79410,1901.43359353375
68132,1901.5565350814281
19057,1901.724759845772
95632,1902.8192502198103
11420,1903.1570965187911
37919,1906.9212095827645
60180,1908.7314868621725
43554,1911.3852549286453
17313,1923.969802934964
73538,1924.1522887103495
20601,1924.9479205204373
35967,1928.9772962842928
27203,1930.0951689046724
08609,1931.218927184461
36006,1931.3093767378473
17050,1932.6752493648878
38449,1932.8185229341937
05408,1935.3141413222004
60098,1936.396757429113
55358,1937.4429421951525
74338,1947.2775497113726
68147,1949.0763415415995
05060,1950.4539919374126
30064,1951.4107434687396
63146,1955.0608425610083
19040,1958.2370225584207
10913,1960.055750802561
40347,1965.0983202946352
46510,1965.8150914320915
45328,1965.8658232953128
30741,1968.35844137127
03060,1969.5931297721495
68134,1971.326865893895
49050,1973.4407944952964
79412,1976.016042510753
23507,1977.6441914558563
73008,1981.28019543689
03258,1981.492936448728
53158,1983.2324795079778
32094,1985.057052032974
27052,1987.3275672864386
06043,1990.9504441068043
55027,1991.43782731266
31411,1995.7393282063474
30114,1996.1326242023074
29210,1996.6271879233113
02382,1998.2737701235817
08638,2001.0335663896271
80510,2001.3093004756897
51002,2002.1884439640592
23881,2003.5437760364864
73072,2004.5435910123701
04259,2005.1021641193495
50313,2008.0225187083972
05753,2009.4133073742873
31788,2011.8862875181508
05654,2012.8236874764411
17327,2013.4482932064984
23834,2014.1165918526501
80421,2014.6237529561367
07305,2019.9546719033037
02892,2020.2721957478143
46929,2020.5014031660996
74044,2023.1902345155975
63070,2023.3035312937977
43318,2023.5890988426331
43137,2026.2746742969305
74467,2030.8120616542283
95625,2031.2737181548146
33009,2033.3183778356818
30701,2033.456063060937
17402,2034.0811120199726
08618,2036.5262919046204
60012,2037.059571258762
75201,2037.1577832018659
72908,2037.424600169237
33772,2037.7304923744064
37048,2039.4157378334062
03826,2042.3721084583344
60545,2042.4917138699186
33407,2045.4562584891473
12871,2047.801585214074
46065,2048.920177828872
50315,2052.804790255201
30907,2053.9817494982235
10965,2054.183924358454
20646,2054.203121055602
03452,2054.4061900458837
34695,2054.7634213504566
52305,2055.9966961249675
97006,2058.3724455358597
10588,2059.1337356823533
18974,2061.6718541690548
73059,2063.252063007155
10509,2064.062434976427
73003,2069.2952018547603
20695,2071.688928908843
45308,2072.3106309322266
46947,2075.3980854914466
02019,2076.0166133588305
28773,2077.582498384392
01368,2093.0367433797983
34110,2101.21102435736
53005,2101.218716661462
37379,2102.316586331313
21154,2104.802803211699
34689,2105.2147663450155
72479,2105.781211078411
43009,2105.9733348667505
60156,2107.2841274571633
14489,2110.14092306058
97106,2113.2643531465787
33776,2114.775209532011
95827,2116.6650753447097
55306,2116.879106352265
73439,2117.4908950584027
19020,2121.638142849242
23454,2122.108792504491
12151,2123.303846252039
43072,2125.411013721413
95660,2125.9212472407644
45358,2129.394683337677
66542,2135.8758601854884
32174,2136.349297915696
20141,2136.8455504480853
20675,2138.1626154083947
28215,2138.732641069976
52404,2139.4305192847733
30339,2139.934967318397
01088,2141.133754476967
97014,2141.728524184648
80547,2143.569593137428
21060,2144.0348616853776
37923,2144.8222856111074
33460,2147.4093256223014
17366,2147.966528267988
01243,2149.9317503899038
28214,2150.9721963722327
97003,2151.7669198875346
36801,2155.1056346029764
35759,2156.446591472286
45827,2160.1104687118946
32805,2162.482846701758
34746,2162.5765359641973
81415,2163.03638934186
55950,2165.8072292312954
33773,2166.4344650629737
77365,2166.8931890008703
29414,2169.4455496052938
32909,2174.4625877436774
23237,2175.4694695418652
37922,2175.9221937929055
72011,2178.5046678242334
08554,2180.1838465429646
08629,2184.7005722393005
32141,2188.79602930353
75409,2189.5864328439493
21046,2192.7115594001625
14415,2192.9683102003128
30277,2193.1175978441493
32220,2194.0741565600215
55339,2197.2325400661484
73128,2198.2391913017104
08619,2199.446082483357
80132,2200.1267927163576
73455,2200.62346884335
22620,2201.586595480458
22844,2201.838674452751
37917,2201.8927093645407
37415,2205.0238970022874
81416,2206.2905370980247
37064,2208.2431451006905
73122,2209.1326131040564
12582,2210.389159767728
23314,2220.3736506627106
18925,2221.1071118046034
33172,2221.117645394763
10566,2222.3891488352565
97123,2224.9940635456455
68116,2226.232730119659
22824,2229.1920680109406
29936,2229.560060335305
19450,2230.578278448188
32246,2232.8943891616336
73061,2234.257570629194
03574,2234.9950188305233
32922,2235.0760204167104
41059,2236.391388559789
23043,2239.326521266819
29072,2240.001164281521
45886,2241.707828083518
30230,2242.6242975456157
32127,2242.9467581434874
04254,2246.0289402336734
32312,2250.798014215458
63026,2251.8176705244614
64088,2252.4735683842896
23487,2253.411503620147
20175,2257.2619343774804
43162,2257.2940344451667
23324,2257.751093051143
74036,2258.2192856501024
32169,2260.9238608684154
72019,2261.4214715955254
74136,2261.5054775654166
63033,2261.6012119829293
71923,2261.6736037121373
63069,2263.6048249005894
32744,2265.667657811831
05701,2267.4285122378924
08528,2268.3244197944673
80033,2271.9801816657246
22711,2272.96556006506
22723,2273.3231957631892
20759,2273.6865554731157
01068,2275.743661811589
18956,2279.0410053440855
14561,2279.1683882140005
31720,2282.3581696688725
03303,2283.0070180508824
01050,2283.0989869954406
64034,2284.7634179118622
19311,2284.8644030716514
22971,2288.573615245495
17329,2289.3211891242586
29212,2290.6787561914534
75166,2293.007004500592
68510,2294.128567616654
30107,2294.9792144218413
11795,2301.4743188183975
72727,2301.934057470579
63119,2302.359803455673
20751,2306.237062134134
19733,2309.0030122969733
03109,2309.6918288450806
24521,2310.7601644750375
20905,2311.374644682678
73162,2312.7482034751697
22642,2316.626603260334
93454,2319.284655155052
95843,2325.4215289222398
27040,2325.698692636771
78218,2325.905073280127
37336,2326.7673693686843
43126,2330.554860159979
74831,2331.904359587235
50156,2332.835818011928
32643,2339.639852310059
63028,2340.4606265190446
50557,2341.9849971637987
35452,2342.1326053106077
29642,2342.323326353207
37931,2349.298426453916
24162,2350.526038636307
28270,2352.548957976919
05871,2353.3942281216355
29449,2356.9771735660474
36066,2359.266399275795
19344,2359.857603403357
21075,2361.1134759791184
43223,2361.495145710756
35058,2361.722687171153
74019,2364.2602089612883
43070,2364.4211848742657
60541,2367.3774882379803
01075,2367.9399251736445
18902,2368.952576556044
77356,2369.262581151236
46539,2369.4936653632976
64129,2369.6651341269267
50658,2371.185543854971
03561,2371.7147530303805
97224,2375.654282618425
55021,2383.452592885782
17340,2386.6202500629524
35546,2387.6499296478423
50594,2388.8654871455833
80011,2389.6285544208713
08054,2391.2550441438007
46067,2392.299516508687
35083,2393.528503212438
22920,2393.915393458479
02808,2393.9386689206053
20879,2395.1008192157383
60021,2395.950955895649
32257,2396.167071495342
45034,2396.7798553634448
19027,2397.377009112912
05252,2397.4459280447268
30126,2398.6819161707367
23866,2399.163564692569
32908,2399.2091806183266
32168,2399.296966326858
23069,2400.7800071130887
80817,2407.981879304622
50009,2411.306557856247
63012,2413.574392245713
60157,2416.8529508999895
21791,2418.3528131357107
37721,2424.4104622570044
53534,2427.333313386472
55975,2427.808770300684
37853,2430.988273296087
20657,2433.492247746594
63117,2434.0452988813163
21636,2434.0542754151174
37909,2437.037160842834
63019,2437.0784573623423
02571,2438.3490325136145
78238,2441.339628295076
32066,2442.3595736705497
72023,2443.185523152007
28278,2447.5228607237927
73044,2449.0246376932646
03101,2450.0047645884783
22654,2450.13613987915
04555,2452.02056612532
78732,2455.9132439447912
45334,2459.7690629267377
23504,2462.106666255682
23238,2463.043768045148
04468,2464.368495947427
49036,2464.6465225008083
33484,2465.2183052764326
23231,2465.931818057738
20616,2468.6591869549397
50548,2468.840471122517
32826,2468.8565398545084
21640,2471.0421532894825
06057,2471.2552285382426
71941,2471.2872255353327
20660,2472.1613909336165
21102,2473.2734197977375
48879,2475.7231103331574
72735,2476.5894463345567
60051,2480.3161353135015
17266,2481.030668607629
07647,2481.255600812931
27106,2482.513593848912
32751,2482.91890274584
78753,2484.191237390719
33771,2487.5018944747844
23430,2490.823283050795
23070,2491.7342711829447
11980,2495.017214156532
03583,2495.7827944003443
04346,2499.2556868636752
22630,2499.343174584517
55362,2501.760762709431
43343,2505.3922885064594
18951,2506.4824869095564
23233,2509.422765787216
53561,2513.5939836190355
35446,2515.535221807558
32608,2519.59333760966
27208,2521.8099604789772
55024,2522.8087046449978
33496,2523.3923951317342
84651,2524.0133265015697
27581,2524.054291903048
32628,2525.5395854903268
50244,2526.8424204063986
11955,2528.8517294897974
22401,2529.2172533913754
03229,2531.5355409070166
04910,2531.5812195213844
19933,2532.0259500736793
31329,2538.596947629988
28105,2539.4040267382597
30276,2541.7532761548296
60516,2543.8033464452255
73099,2544.234817030269
72933,2545.6214259613403
37912,2547.0563647101067
08036,2548.134580164101
34691,2549.323125901404
77385,2554.2103986939514
36877,2554.501870331267
01376,2555.1408162881116
80016,2556.056320978342
23455,2559.0939517726542
33760,2560.1586944804917
77355,2560.598925448866
74041,2561.8352598209726
28763,2561.8983057451815
77378,2565.3809149111403
74010,2567.343744318622
32607,2567.5448125547864
12544,2568.052142622258
05250,2568.4576664223946
33619,2572.867363360159
02816,2573.0817047737296
29624,2573.2455288241845
54110,2574.4671936149093
18954,2574.702626139079
31722,2576.4840469234887
27916,2579.2886685580916
68157,2579.55429233393
73141,2587.7575914113954
23874,2591.7286933004593
04449,2591.958099790222
71835,2592.4037185370116
17370,2594.2766196983434
05346,2594.3203837121478
78212,2594.7098477914155
77362,2595.7393591766204
37814,2597.309221179394
22968,2597.501431393493
28654,2601.234919370605
72631,2602.2250792583986
73733,2602.707490506558
12185,2604.82999809788
46923,2605.528565305893
49637,2607.874911968044
53115,2608.4025042639432
55123,2609.7035193013758
20653,2611.313372987134
95838,2611.8709290096417
46501,2612.0237752929684
07737,2612.9338081961573
28711,2614.0255921192606
08022,2617.05892420387
71833,2619.544394532095
20105,2619.9287146203797
74454,2621.0489061486865
45352,2622.1096162807867
05742,2623.981784574446
96818,2625.097412837639
37394,2626.380333113356
32606,2628.647648297537
74855,2628.780257392083
78263,2629.8658257336083
08060,2629.9378182735027
32065,2632.8071119384335
44667,2633.592035975852
34233,2634.9235650319947
37716,2636.3554146438896
33472,2638.0513524061175
23452,2639.4974823735065
60184,2640.149933736258
50169,2641.9595933167616
34747,2647.0813965403636
03841,2647.299547710262
72762,2647.8469613416214
95833,2649.0719702080955
28659,2650.8418553502374
30041,2655.4588035005963
50323,2656.448761889736
01542,2656.855749229853
72410,2659.7267634405225
32738,2659.7569322287713
34108,2664.591776919124
37659,2674.827422065565
01540,2676.4044762065864
32817,2676.8389989684424
93444,2676.9369561588696
64052,2677.4676306670167
12047,2677.545489372803
16038,2679.275042048063
60013,2679.295169353793
55922,2680.8432958813246
46563,2681.676953768181
28645,2684.235455788678
32901,2686.2783074314666
55390,2686.3660464318737
08825,2688.259664106465
79415,2696.3021086987574
31302,2696.3904450881128
32615,2698.0433128021336
20619,2700.060815020089
